,,,,,,,,,,,,,,,,,,44%,,,51%,49%,51%,44%,32%,40%,53%,42%,40%,37%,33%,47%,47%,37%,35%,32%,32%,35%,33%,40%,30%,47%,33%,25%,30%,40%,37%,32%,19%,37%,28%,30%,37%,18%,23%,18%,28%,26%,26%,23%,28%,19%,14%,25%,14%,21%,19%,19%,12%,18%,12%,25%,28%,18%,11%,,,14%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,43%,,,50%,50%,50%,45%,31%,40%,53%,41%,41%,36%,33%,47%,47%,36%,34%,33%,31%,36%,33%,40%,31%,48%,34%,26%,29%,41%,38%,31%,19%,36%,28%,31%,38%,19%,24%,17%,28%,26%,26%,22%,29%,19%,14%,24%,14%,22%,19%,21%,12%,17%,12%,26%,28%,17%,12%,,,16%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,44%,,,51%,51%,49%,44%,31%,39%,53%,42%,42%,37%,32%,47%,47%,37%,34%,32%,31%,37%,32%,39%,31%,47%,34%,25%,29%,41%,37%,31%,19%,37%,29%,31%,39%,19%,24%,17%,27%,27%,25%,22%,31%,19%,15%,24%,14%,22%,19%,22%,12%,19%,12%,27%,27%,19%,12%,,,15%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,43%,,,52%,52%,50%,43%,30%,40%,52%,42%,42%,37%,32%,47%,47%,37%,33%,33%,30%,37%,33%,38%,32%,47%,33%,27%,30%,42%,38%,30%,18%,37%,30%,30%,38%,18%,25%,17%,27%,28%,25%,22%,30%,18%,17%,23%,13%,22%,18%,22%,12%,20%,12%,27%,27%,18%,12%,,,15%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,44%,,,51%,51%,49%,43%,31%,41%,52%,43%,43%,38%,33%,46%,48%,38%,33%,33%,31%,38%,34%,38%,33%,48%,33%,26%,30%,41%,38%,30%,18%,36%,31%,30%,39%,18%,25%,18%,28%,28%,25%,21%,30%,18%,18%,25%,13%,23%,18%,21%,11%,21%,11%,26%,26%,20%,11%,,,15%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,45%,,,52%,52%,48%,42%,32%,42%,52%,42%,44%,39%,32%,45%,47%,37%,34%,34%,31%,37%,34%,39%,32%,48%,32%,27%,29%,40%,37%,29%,19%,35%,31%,29%,39%,18%,26%,19%,27%,27%,24%,21%,29%,19%,18%,24%,13%,23%,19%,21%,11%,21%,11%,27%,26%,19%,11%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,51%,51%,49%,41%,33%,43%,52%,43%,43%,40%,32%,44%,46%,37%,35%,35%,30%,37%,33%,40%,32%,48%,32%,27%,29%,40%,38%,29%,19%,37%,30%,29%,38%,17%,27%,21%,27%,27%,24%,21%,30%,19%,17%,24%,14%,22%,19%,21%,11%,21%,13%,29%,25%,19%,13%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50%,52%,48%,41%,34%,42%,53%,44%,44%,41%,33%,45%,45%,38%,34%,34%,30%,36%,34%,41%,31%,47%,33%,27%,30%,39%,38%,30%,19%,38%,30%,28%,38%,19%,27%,22%,27%,27%,23%,22%,30%,20%,19%,23%,14%,23%,19%,20%,12%,22%,12%,28%,27%,19%,12%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,51%,51%,49%,40%,35%,42%,54%,43%,45%,42%,34%,45%,45%,37%,35%,34%,31%,35%,34%,40%,31%,46%,32%,28%,29%,40%,37%,31%,18%,37%,29%,28%,37%,18%,26%,22%,26%,28%,23%,22%,29%,22%,18%,23%,14%,23%,18%,20%,12%,22%,12%,28%,26%,18%,12%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50%,52%,50%,41%,36%,42%,55%,44%,44%,41%,33%,45%,44%,36%,35%,35%,30%,35%,33%,39%,30%,45%,32%,27%,29%,41%,38%,30%,18%,36%,29%,27%,36%,18%,26%,21%,26%,27%,24%,21%,29%,21%,18%,23%,14%,23%,18%,20%,12%,21%,12%,27%,26%,18%,12%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,51%,52%,51%,40%,37%,43%,55%,43%,45%,42%,33%,46%,43%,36%,34%,34%,30%,34%,33%,40%,30%,45%,33%,27%,28%,40%,37%,30%,18%,36%,28%,28%,37%,18%,25%,21%,25%,27%,24%,21%,28%,21%,18%,22%,13%,24%,19%,21%,12%,21%,12%,27%,27%,18%,12%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50%,53%,50%,41%,37%,43%,54%,44%,44%,41%,34%,47%,43%,35%,35%,35%,29%,34%,34%,40%,29%,46%,32%,26%,28%,41%,37%,29%,18%,35%,28%,29%,38%,19%,26%,21%,26%,26%,24%,21%,28%,21%,19%,22%,13%,24%,19%,21%,13%,21%,13%,26%,26%,18%,12%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,51%,52%,51%,42%,36%,43%,55%,45%,43%,41%,33%,46%,42%,35%,36%,35%,29%,33%,33%,39%,29%,45%,32%,26%,28%,41%,36%,29%,17%,35%,28%,29%,39%,19%,26%,20%,28%,26%,23%,20%,28%,20%,20%,22%,14%,23%,19%,20%,13%,20%,13%,26%,26%,17%,12%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50%,53%,50%,41%,37%,43%,54%,44%,44%,40%,34%,46%,43%,36%,36%,36%,29%,34%,34%,39%,29%,46%,33%,26%,27%,40%,36%,29%,17%,34%,27%,29%,39%,19%,26%,20%,27%,26%,23%,21%,29%,20%,20%,23%,14%,24%,19%,20%,13%,20%,13%,26%,26%,17%,11%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,49%,52%,51%,41%,37%,44%,55%,45%,44%,41%,34%,45%,44%,37%,37%,35%,30%,34%,35%,38%,28%,46%,34%,25%,27%,39%,37%,28%,17%,35%,28%,28%,38%,18%,25%,20%,27%,25%,24%,21%,28%,20%,20%,23%,14%,24%,18%,20%,13%,20%,13%,27%,25%,18%,11%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50%,53%,50%,40%,38%,44%,56%,46%,44%,40%,35%,46%,44%,38%,36%,35%,29%,33%,35%,38%,28%,46%,33%,25%,28%,39%,36%,28%,17%,35%,28%,28%,38%,19%,26%,19%,28%,25%,24%,21%,29%,19%,19%,22%,14%,25%,19%,21%,12%,21%,12%,26%,25%,19%,11%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,49%,53%,51%,40%,38%,44%,56%,47%,44%,40%,36%,47%,45%,38%,36%,34%,29%,33%,34%,37%,29%,45%,33%,25%,27%,40%,36%,27%,16%,34%,27%,27%,38%,19%,26%,19%,27%,26%,23%,21%,29%,19%,21%,22%,14%,26%,19%,21%,12%,22%,12%,27%,26%,19%,11%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50%,54%,51%,41%,38%,45%,57%,47%,45%,41%,36%,46%,46%,39%,35%,34%,28%,34%,35%,38%,28%,45%,32%,26%,28%,41%,35%,27%,18%,34%,27%,27%,38%,20%,26%,19%,27%,26%,24%,20%,28%,19%,20%,23%,14%,26%,20%,20%,12%,23%,12%,27%,26%,19%,11%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,51%,55%,51%,41%,39%,44%,56%,47%,44%,41%,37%,45%,45%,39%,35%,35%,29%,33%,35%,37%,28%,44%,33%,25%,29%,40%,35%,27%,17%,33%,27%,27%,39%,20%,27%,19%,27%,25%,24%,20%,28%,19%,20%,23%,13%,25%,20%,20%,12%,23%,12%,28%,25%,19%,11%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50%,55%,51%,42%,39%,45%,57%,47%,43%,41%,37%,46%,45%,39%,34%,34%,30%,33%,34%,37%,28%,43%,33%,25%,30%,39%,36%,26%,17%,33%,26%,26%,38%,21%,26%,18%,26%,26%,24%,20%,28%,20%,20%,22%,14%,25%,20%,20%,12%,22%,13%,28%,26%,18%,11%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,49%,56%,51%,42%,40%,44%,57%,47%,43%,40%,38%,45%,45%,39%,34%,34%,31%,34%,34%,38%,29%,44%,32%,25%,30%,40%,35%,26%,17%,32%,27%,26%,38%,21%,26%,18%,26%,27%,23%,21%,27%,21%,19%,22%,14%,25%,19%,19%,13%,22%,14%,27%,26%,18%,10%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50%,55%,51%,42%,41%,45%,56%,46%,42%,40%,38%,46%,46%,40%,33%,35%,32%,33%,33%,37%,28%,45%,32%,26%,31%,40%,36%,26%,17%,33%,28%,27%,38%,21%,26%,18%,26%,27%,24%,21%,28%,21%,19%,22%,14%,24%,19%,19%,13%,22%,14%,27%,26%,18%,12%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,51%,54%,52%,43%,41%,44%,56%,47%,42%,41%,38%,46%,46%,41%,33%,35%,32%,33%,34%,37%,28%,46%,32%,25%,30%,41%,35%,25%,16%,34%,29%,28%,39%,20%,25%,18%,25%,28%,25%,20%,28%,22%,19%,22%,14%,24%,19%,19%,13%,22%,14%,27%,25%,18%,11%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50%,54%,52%,44%,41%,45%,56%,46%,41%,41%,38%,46%,45%,41%,34%,36%,31%,34%,34%,36%,28%,45%,32%,25%,31%,41%,35%,25%,18%,34%,29%,28%,39%,20%,25%,18%,25%,28%,25%,20%,28%,21%,19%,21%,14%,24%,19%,19%,12%,21%,14%,28%,26%,18%,12%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,51%,,53%,44%,42%,44%,57%,47%,41%,42%,37%,46%,44%,42%,33%,37%,31%,33%,35%,36%,28%,46%,32%,25%,31%,42%,36%,25%,17%,35%,28%,27%,38%,20%,25%,19%,26%,28%,25%,21%,27%,21%,19%,21%,14%,23%,19%,19%,14%,22%,14%,27%,26%,17%,14%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,51%,,54%,45%,41%,45%,56%,46%,41%,41%,37%,45%,44%,41%,34%,38%,30%,33%,34%,35%,28%,45%,33%,26%,30%,43%,35%,24%,17%,34%,28%,27%,39%,20%,24%,18%,26%,28%,24%,21%,28%,22%,20%,21%,13%,23%,18%,20%,13%,22%,13%,27%,27%,17%,15%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,51%,,54%,46%,42%,46%,55%,47%,42%,41%,36%,46%,43%,41%,34%,37%,30%,34%,35%,35%,29%,46%,34%,27%,30%,42%,35%,25%,17%,34%,28%,28%,40%,19%,24%,18%,25%,28%,24%,20%,28%,22%,19%,22%,13%,23%,18%,19%,14%,22%,14%,27%,27%,,14%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50%,,55%,46%,43%,46%,55%,46%,43%,42%,37%,46%,43%,42%,33%,37%,30%,33%,36%,36%,30%,45%,35%,26%,30%,43%,36%,25%,18%,33%,27%,27%,39%,19%,24%,18%,26%,27%,24%,20%,27%,21%,19%,23%,13%,23%,18%,19%,14%,21%,14%,26%,26%,,14%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,49%,,54%,47%,44%,46%,55%,47%,42%,42%,38%,46%,42%,42%,34%,38%,31%,34%,36%,35%,29%,45%,35%,26%,29%,42%,36%,25%,18%,33%,27%,28%,40%,20%,24%,18%,26%,27%,24%,20%,27%,21%,19%,22%,13%,22%,19%,19%,14%,22%,15%,26%,26%,,14%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50%,,55%,47%,44%,47%,56%,48%,43%,42%,37%,45%,42%,42%,34%,37%,30%,35%,36%,36%,30%,45%,35%,26%,30%,43%,36%,24%,17%,33%,28%,28%,40%,20%,23%,17%,26%,27%,24%,21%,27%,21%,20%,22%,13%,22%,19%,19%,14%,22%,15%,26%,26%,,15%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,49%,,55%,46%,45%,46%,55%,47%,44%,41%,38%,45%,41%,43%,33%,38%,31%,34%,36%,36%,30%,45%,34%,26%,30%,43%,36%,25%,18%,32%,28%,28%,39%,21%,23%,18%,26%,26%,24%,21%,26%,21%,20%,22%,13%,22%,18%,18%,14%,22%,15%,25%,25%,,15%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,49%,,55%,45%,44%,45%,56%,47%,43%,42%,39%,45%,41%,42%,34%,38%,31%,34%,35%,35%,30%,44%,35%,26%,30%,43%,35%,25%,18%,33%,27%,27%,40%,20%,23%,19%,26%,27%,24%,20%,26%,20%,19%,22%,14%,23%,18%,18%,14%,22%,15%,25%,25%,,15%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,49%,,55%,45%,44%,46%,55%,47%,44%,43%,38%,45%,42%,43%,34%,37%,31%,35%,35%,36%,30%,44%,35%,26%,29%,43%,36%,25%,19%,33%,28%,27%,40%,20%,22%,20%,26%,27%,24%,20%,26%,20%,19%,21%,13%,22%,19%,18%,15%,,16%,25%,25%,,15%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,49%,,54%,44%,44%,47%,54%,47%,43%,43%,39%,44%,42%,42%,33%,37%,31%,36%,36%,37%,30%,43%,34%,26%,29%,43%,36%,24%,19%,32%,28%,28%,40%,20%,22%,20%,27%,27%,23%,20%,27%,20%,19%,21%,13%,23%,20%,18%,14%,,16%,24%,24%,,14%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,48%,,54%,,44%,,55%,46%,44%,43%,40%,44%,42%,43%,33%,36%,32%,35%,35%,36%,30%,43%,35%,26%,29%,43%,36%,24%,20%,32%,27%,27%,40%,20%,22%,20%,27%,26%,23%,20%,26%,20%,19%,21%,13%,23%,20%,18%,14%,,15%,24%,24%,,14%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,49%,,54%,,43%,,54%,46%,45%,43%,40%,43%,41%,42%,33%,37%,33%,36%,35%,36%,29%,42%,35%,26%,28%,43%,36%,24%,20%,32%,27%,27%,40%,20%,22%,20%,28%,26%,23%,20%,26%,20%,18%,21%,13%,23%,20%,17%,14%,,15%,,25%,,14%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,44%,,54%,45%,44%,44%,41%,43%,42%,43%,33%,38%,33%,37%,35%,35%,29%,42%,35%,26%,29%,43%,35%,24%,19%,31%,27%,27%,41%,19%,22%,20%,28%,26%,23%,19%,26%,19%,18%,20%,13%,23%,19%,17%,14%,,15%,,25%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,45%,,53%,46%,45%,45%,40%,43%,43%,43%,33%,37%,33%,36%,35%,36%,29%,41%,35%,27%,29%,43%,36%,23%,19%,31%,27%,27%,40%,19%,21%,20%,28%,26%,22%,19%,26%,20%,18%,20%,13%,22%,19%,17%,14%,,16%,,26%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,45%,,54%,46%,45%,44%,40%,42%,42%,43%,33%,37%,33%,37%,35%,36%,28%,42%,35%,26%,29%,43%,36%,24%,19%,31%,27%,27%,40%,19%,21%,20%,27%,25%,22%,20%,25%,20%,18%,20%,13%,22%,20%,17%,14%,,16%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,46%,,54%,47%,46%,44%,41%,43%,42%,43%,32%,38%,32%,36%,34%,35%,28%,43%,34%,26%,29%,44%,36%,24%,19%,30%,28%,27%,41%,20%,21%,20%,27%,25%,22%,20%,25%,20%,18%,20%,12%,22%,20%,17%,14%,,16%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,45%,,55%,46%,46%,43%,40%,43%,41%,42%,33%,37%,32%,37%,34%,36%,29%,42%,34%,27%,30%,43%,36%,24%,19%,30%,28%,27%,40%,20%,22%,20%,28%,25%,22%,20%,25%,20%,18%,20%,12%,22%,20%,16%,13%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,46%,,55%,46%,46%,44%,41%,43%,41%,42%,34%,38%,33%,37%,34%,36%,29%,42%,34%,27%,30%,43%,37%,23%,19%,30%,28%,27%,40%,20%,21%,19%,29%,24%,21%,19%,24%,19%,17%,19%,12%,21%,19%,16%,13%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,46%,,56%,45%,46%,44%,40%,43%,40%,41%,34%,38%,32%,36%,34%,35%,28%,41%,33%,26%,30%,42%,36%,23%,19%,29%,27%,26%,39%,20%,21%,19%,28%,24%,21%,19%,24%,19%,18%,19%,12%,21%,19%,16%,14%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,46%,,56%,46%,46%,45%,41%,43%,40%,41%,34%,39%,32%,36%,34%,36%,29%,41%,33%,27%,30%,43%,37%,23%,19%,29%,27%,26%,39%,21%,21%,19%,29%,24%,22%,19%,24%,19%,19%,19%,12%,22%,19%,16%,14%,,16%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,46%,,55%,47%,46%,45%,41%,44%,41%,41%,35%,39%,33%,36%,35%,37%,29%,41%,33%,27%,31%,44%,37%,23%,19%,29%,27%,26%,39%,21%,21%,19%,29%,24%,22%,20%,24%,19%,19%,19%,12%,23%,19%,17%,14%,,16%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,46%,,56%,46%,45%,45%,40%,43%,41%,41%,35%,38%,33%,36%,34%,37%,29%,41%,32%,26%,30%,43%,36%,24%,19%,28%,27%,25%,38%,21%,21%,19%,28%,24%,22%,20%,24%,19%,19%,20%,13%,23%,19%,17%,14%,,16%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,46%,,56%,46%,46%,46%,41%,44%,42%,41%,35%,38%,33%,37%,35%,38%,30%,41%,32%,26%,30%,43%,36%,23%,19%,28%,27%,25%,38%,20%,20%,18%,28%,23%,22%,19%,23%,18%,18%,19%,13%,22%,18%,17%,15%,,16%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,45%,,56%,46%,45%,46%,41%,44%,41%,41%,35%,38%,33%,38%,35%,38%,30%,40%,32%,27%,30%,42%,36%,23%,19%,28%,28%,25%,38%,20%,20%,18%,28%,23%,22%,19%,23%,18%,18%,19%,12%,22%,19%,17%,14%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,45%,,55%,47%,46%,47%,41%,45%,41%,42%,34%,37%,32%,37%,34%,37%,30%,40%,32%,27%,30%,42%,35%,23%,19%,28%,28%,25%,38%,20%,20%,18%,28%,23%,22%,19%,24%,18%,18%,19%,12%,22%,19%,17%,15%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,44%,,55%,47%,46%,46%,42%,45%,42%,42%,34%,37%,32%,38%,34%,37%,29%,40%,32%,27%,29%,42%,35%,23%,19%,27%,27%,25%,39%,20%,20%,18%,27%,23%,22%,19%,24%,18%,18%,19%,12%,22%,20%,17%,16%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,44%,,55%,48%,47%,46%,42%,46%,41%,42%,34%,37%,33%,38%,34%,36%,30%,39%,32%,27%,29%,42%,36%,22%,19%,27%,27%,24%,38%,20%,20%,18%,28%,22%,22%,19%,23%,18%,18%,19%,12%,21%,20%,17%,16%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,44%,,55%,48%,47%,46%,43%,46%,42%,42%,33%,37%,32%,38%,33%,37%,31%,39%,31%,27%,30%,42%,35%,22%,19%,27%,28%,24%,38%,19%,19%,18%,28%,23%,22%,19%,23%,18%,18%,19%,12%,21%,19%,17%,16%,,16%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,45%,,54%,48%,47%,46%,42%,47%,41%,41%,33%,37%,32%,39%,34%,37%,30%,39%,31%,27%,29%,41%,35%,23%,18%,27%,28%,24%,38%,19%,19%,17%,28%,23%,22%,19%,23%,17%,17%,18%,12%,21%,19%,17%,17%,,16%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,45%,,55%,48%,46%,45%,43%,46%,42%,42%,33%,37%,33%,38%,34%,37%,30%,39%,31%,26%,29%,41%,35%,23%,18%,26%,27%,25%,37%,19%,19%,17%,27%,23%,22%,19%,23%,17%,17%,18%,12%,21%,19%,17%,16%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,46%,,54%,49%,47%,46%,43%,47%,42%,41%,33%,37%,32%,38%,33%,38%,30%,40%,31%,26%,29%,41%,35%,23%,18%,26%,28%,24%,38%,20%,19%,18%,27%,23%,23%,19%,23%,17%,17%,19%,12%,22%,19%,17%,16%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,46%,,54%,48%,46%,46%,43%,47%,42%,41%,33%,38%,32%,38%,33%,38%,30%,40%,30%,26%,29%,40%,36%,23%,19%,26%,28%,24%,38%,21%,19%,19%,27%,22%,22%,19%,22%,17%,17%,20%,12%,21%,19%,17%,16%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,46%,,54%,49%,47%,46%,43%,47%,42%,42%,34%,37%,32%,38%,33%,37%,30%,40%,30%,26%,29%,40%,35%,23%,19%,26%,27%,24%,39%,20%,19%,19%,27%,23%,23%,19%,22%,17%,18%,19%,12%,21%,19%,17%,17%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,46%,,54%,49%,46%,46%,44%,47%,41%,42%,33%,37%,32%,38%,32%,37%,30%,39%,30%,25%,29%,40%,35%,23%,18%,25%,28%,24%,39%,21%,18%,18%,26%,23%,23%,19%,23%,17%,18%,19%,11%,21%,20%,17%,17%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,45%,,55%,50%,46%,45%,43%,48%,42%,43%,33%,37%,31%,37%,32%,37%,30%,39%,30%,25%,29%,40%,36%,23%,19%,25%,29%,23%,38%,21%,18%,18%,26%,23%,23%,19%,23%,17%,17%,20%,11%,22%,20%,17%,17%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,45%,,54%,49%,46%,45%,44%,47%,41%,42%,33%,36%,31%,37%,32%,36%,29%,40%,31%,25%,29%,41%,36%,22%,19%,25%,28%,23%,38%,22%,19%,18%,26%,22%,23%,19%,22%,18%,17%,20%,11%,22%,20%,17%,16%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,44%,,55%,50%,45%,45%,44%,48%,42%,42%,33%,37%,31%,38%,32%,36%,29%,39%,32%,25%,29%,40%,36%,23%,19%,25%,28%,23%,38%,21%,19%,18%,26%,22%,23%,19%,23%,18%,17%,20%,11%,21%,20%,18%,16%,,15%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,44%,,54%,50%,46%,45%,44%,48%,42%,42%,33%,37%,31%,37%,31%,36%,30%,39%,32%,25%,29%,40%,36%,23%,19%,25%,29%,23%,38%,21%,19%,19%,25%,22%,24%,19%,23%,18%,17%,19%,11%,21%,19%,19%,16%,,14%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,44%,,55%,50%,46%,45%,45%,48%,43%,42%,33%,37%,32%,38%,31%,35%,29%,39%,32%,24%,29%,39%,35%,23%,19%,24%,29%,23%,38%,21%,18%,19%,25%,22%,24%,18%,23%,18%,17%,20%,11%,22%,19%,18%,16%,,14%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,43%,,54%,49%,46%,44%,44%,48%,43%,42%,32%,38%,32%,38%,31%,35%,29%,38%,32%,24%,28%,39%,35%,23%,19%,24%,28%,22%,38%,21%,19%,19%,25%,22%,23%,19%,22%,18%,17%,20%,11%,22%,19%,18%,16%,,14%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,43%,,54%,49%,46%,44%,44%,47%,43%,42%,32%,38%,31%,37%,31%,35%,30%,39%,31%,24%,28%,39%,36%,23%,19%,24%,28%,23%,37%,21%,19%,19%,25%,22%,23%,20%,23%,17%,17%,20%,11%,21%,19%,19%,16%,,14%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,43%,,54%,48%,47%,43%,44%,47%,43%,42%,32%,38%,31%,37%,31%,34%,30%,39%,31%,24%,28%,39%,35%,23%,19%,24%,28%,24%,37%,21%,20%,19%,25%,22%,23%,20%,23%,18%,16%,20%,11%,22%,19%,20%,16%,,14%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,42%,,54%,48%,47%,44%,45%,47%,42%,41%,32%,38%,32%,37%,32%,34%,30%,38%,31%,24%,28%,38%,35%,24%,19%,24%,28%,24%,37%,22%,20%,19%,24%,23%,23%,20%,23%,18%,17%,20%,11%,23%,19%,20%,15%,,14%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,42%,,55%,48%,48%,44%,44%,47%,42%,42%,32%,38%,32%,37%,31%,34%,31%,38%,31%,23%,29%,39%,35%,23%,19%,23%,27%,25%,36%,22%,20%,19%,24%,23%,23%,20%,23%,18%,18%,19%,10%,23%,19%,19%,,,14%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,42%,,,47%,47%,43%,44%,46%,42%,42%,33%,38%,32%,37%,31%,34%,31%,38%,30%,24%,30%,38%,35%,23%,19%,23%,27%,25%,37%,22%,20%,18%,25%,22%,23%,21%,22%,18%,18%,19%,11%,22%,19%,19%,,,14%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,41%,,,48%,48%,43%,44%,46%,42%,43%,33%,37%,33%,37%,31%,33%,31%,38%,30%,24%,30%,38%,35%,24%,19%,23%,27%,25%,37%,22%,20%,18%,25%,23%,24%,21%,22%,17%,17%,19%,11%,22%,20%,19%,,,13%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,42%,,,48%,48%,43%,44%,46%,43%,43%,34%,38%,33%,38%,31%,34%,31%,39%,30%,24%,31%,39%,35%,24%,19%,23%,28%,24%,36%,23%,20%,18%,26%,23%,24%,20%,23%,18%,17%,19%,11%,22%,20%,19%,,,13%,,,,,,,,,,,,,,,,,,,,,,,,
